Name,API_Name,Instance_Memory,vCPUs,GiB_of_Memory_per_vCPU,GPUs,Instance_Storage,On_Demand,Linux_Reserved_cost,Windows_Reserved_Cost,Windows_Spot_Cost,Service_Provider
I4G Large,i4g.large,16.0 GiB,2 vCPUs,8.00 GiB/vCPU,0,468 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M6IDN Large,m6idn.large,8.0 GiB,2 vCPUs,4.00 GiB/vCPU,0,118 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M5ZN Large,m5zn.large,8.0 GiB,2 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R5DN Large,r5dn.large,16.0 GiB,2 vCPUs,8.00 GiB/vCPU,0,75 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
X2GD Large,x2gd.large,32.0 GiB,2 vCPUs,16.00 GiB/vCPU,0,118 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C5AD Extra Large,c5ad.xlarge,8.0 GiB,4 vCPUs,2.00 GiB/vCPU,0,150 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R6IN Large,r6in.large,16.0 GiB,2 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M1 General Purpose Large,m1.large,7.5 GiB,2 vCPUs,3.75 GiB/vCPU,0,840 GB (2 * 420 GB HDD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
IM4GN Large,im4gn.large,8.0 GiB,2 vCPUs,4.00 GiB/vCPU,0,937 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R7IZ Large,r7iz.large,16.0 GiB,2 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R6IDN Large,r6idn.large,16.0 GiB,2 vCPUs,8.00 GiB/vCPU,0,118 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C6ID Extra Large,c6id.xlarge,8.0 GiB,4 vCPUs,2.00 GiB/vCPU,0,237 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C7A Extra Large,c7a.xlarge,8.0 GiB,4 vCPUs,2.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C3 High-CPU Extra Large,c3.xlarge,7.5 GiB,4 vCPUs,1.88 GiB/vCPU,0,80 GB (2 * 40 GB SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
M7A Extra Large,m7a.xlarge,16.0 GiB,4 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M5N Extra Large,m5n.xlarge,16.0 GiB,4 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M2 High Memory Extra Large,m2.xlarge,17.1 GiB,2 vCPUs,8.55 GiB/vCPU,0,420 GB HDD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C7GN Extra Large,c7gn.xlarge,8.0 GiB,4 vCPUs,2.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M3 General Purpose Extra Large,m3.xlarge,15.0 GiB,4 vCPUs,3.75 GiB/vCPU,0,80 GB (2 * 40 GB SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
M5DN Extra Large,m5dn.xlarge,16.0 GiB,4 vCPUs,4.00 GiB/vCPU,0,150 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M6IN Extra Large,m6in.xlarge,16.0 GiB,4 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R5B Extra Large,r5b.xlarge,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R7A Extra Large,r7a.xlarge,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
I4G Extra Large,i4g.xlarge,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,937 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M6IDN Extra Large,m6idn.xlarge,16.0 GiB,4 vCPUs,4.00 GiB/vCPU,0,237 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M5ZN Extra Large,m5zn.xlarge,16.0 GiB,4 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R5DN Extra Large,r5dn.xlarge,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,150 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
X2GD Extra Large,x2gd.xlarge,64.0 GiB,4 vCPUs,16.00 GiB/vCPU,0,237 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C5AD Double Extra Large,c5ad.2xlarge,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,300 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R6IN Extra Large,r6in.xlarge,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M1 General Purpose Extra Large,m1.xlarge,15.0 GiB,4 vCPUs,3.75 GiB/vCPU,0,1680 GB (4 * 420 GB HDD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
IM4GN Extra Large,im4gn.xlarge,16.0 GiB,4 vCPUs,4.00 GiB/vCPU,0,1875 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R7IZ Extra Large,r7iz.xlarge,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
G4AD Extra Large,g4ad.xlarge,16.0 GiB,4 vCPUs,4.00 GiB/vCPU,1,150 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R6IDN Extra Large,r6idn.xlarge,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,237 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C6ID Double Extra Large,c6id.2xlarge,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,474 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C7A Double Extra Large,c7a.2xlarge,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C3 High-CPU Double Extra Large,c3.2xlarge,15.0 GiB,8 vCPUs,1.88 GiB/vCPU,0,160 GB (2 * 80 GB SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
G5G Extra Large,g5g.xlarge,8.0 GiB,4 vCPUs,2.00 GiB/vCPU,1,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M7A Double Extra Large,m7a.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
H1 Double Extra Large,h1.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,2000 GB HDD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M5N Double Extra Large,m5n.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M2 High Memory Double Extra Large,m2.2xlarge,34.2 GiB,4 vCPUs,8.55 GiB/vCPU,0,850 GB HDD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C7GN Double Extra Large,c7gn.2xlarge,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C1 High-CPU Extra Large,c1.xlarge,7.0 GiB,8 vCPUs,0.88 GiB/vCPU,0,1680 GB (4 * 420 GB HDD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
D3EN Extra Large,d3en.xlarge,16.0 GiB,4 vCPUs,4.00 GiB/vCPU,0,27960 GB (2 * 13980 GB NVMe HDD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
M3 General Purpose Double Extra Large,m3.2xlarge,30.0 GiB,8 vCPUs,3.75 GiB/vCPU,0,160 GB (2 * 80 GB SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
G4AD Double Extra Large,g4ad.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,1,300 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M5DN Double Extra Large,m5dn.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,300 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
G5G Double Extra Large,g5g.2xlarge,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,1,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M6IN Double Extra Large,m6in.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R5B Double Extra Large,r5b.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R7A Double Extra Large,r7a.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
I4G Double Extra Large,i4g.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,1875 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M6IDN Double Extra Large,m6idn.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,474 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
G2 Double Extra Large,g2.2xlarge,15.0 GiB,8 vCPUs,1.88 GiB/vCPU,1,60 GB SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
VT1 3xlarge,vt1.3xlarge,24.0 GiB,12 vCPUs,2.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M5ZN Double Extra Large,m5zn.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
X2GD Double Extra Large,x2gd.2xlarge,128.0 GiB,8 vCPUs,16.00 GiB/vCPU,0,475 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R5DN Double Extra Large,r5dn.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,300 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C5AD Quadruple Extra Large,c5ad.4xlarge,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,600 GB (2 * 300 GB NVMe SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
R6IN Double Extra Large,r6in.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
IM4GN Double Extra Large,im4gn.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,3750 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R7IZ Double Extra Large,r7iz.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
G3S Extra Large,g3s.xlarge,30.5 GiB,4 vCPUs,7.62 GiB/vCPU,1,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R6IDN Double Extra Large,r6idn.2xlarge,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,474 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C6ID Quadruple Extra Large,c6id.4xlarge,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,950 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C7A Quadruple Extra Large,c7a.4xlarge,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
G5G Quadruple Extra Large,g5g.4xlarge,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,1,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C3 High-CPU Quadruple Extra Large,c3.4xlarge,30.0 GiB,16 vCPUs,1.88 GiB/vCPU,0,320 GB (2 * 160 GB SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
G4AD Quadruple Extra Large,g4ad.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,1,600 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M7A Quadruple Extra Large,m7a.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
H1 Quadruple Extra Large,h1.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,4000 GB (2 * 2000 GB HDD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
M5N Quadruple Extra Large,m5n.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M2 High Memory Quadruple Extra Large,m2.4xlarge,68.4 GiB,8 vCPUs,8.55 GiB/vCPU,0,1680 GB (2 * 840 GB HDD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
M5ZN 3xlarge,m5zn.3xlarge,48.0 GiB,12 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C7GN Quadruple Extra Large,c7gn.4xlarge,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
D3EN Double Extra Large,d3en.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,55920 GB (4 * 13980 GB NVMe HDD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
M5DN Quadruple Extra Large,m5dn.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,600 GB (2 * 300 GB NVMe SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
M6IN Quadruple Extra Large,m6in.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
G3 Graphics GPU Quadruple Extra Large,g3.4xlarge,122.0 GiB,16 vCPUs,7.62 GiB/vCPU,1,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R5B Quadruple Extra Large,r5b.4xlarge,128.0 GiB,16 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R7A Quadruple Extra Large,r7a.4xlarge,128.0 GiB,16 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
I4G Quadruple Extra Large,i4g.4xlarge,128.0 GiB,16 vCPUs,8.00 GiB/vCPU,0,3750 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M6IDN Quadruple Extra Large,m6idn.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,950 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
VT1 6xlarge,vt1.6xlarge,48.0 GiB,24 vCPUs,2.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R5DN Quadruple Extra Large,r5dn.4xlarge,128.0 GiB,16 vCPUs,8.00 GiB/vCPU,0,600 GB (2 * 300 GB NVMe SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
X2GD Quadruple Extra Large,x2gd.4xlarge,256.0 GiB,16 vCPUs,16.00 GiB/vCPU,0,950 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
TRN1 Double Extra Large,trn1.2xlarge,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,1,474 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
G5G Eight Extra Large,g5g.8xlarge,64.0 GiB,32 vCPUs,2.00 GiB/vCPU,1,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C5AD Eight Extra Large,c5ad.8xlarge,64.0 GiB,32 vCPUs,2.00 GiB/vCPU,0,1200 GB (2 * 600 GB NVMe SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
R6IN Quadruple Extra Large,r6in.4xlarge,128.0 GiB,16 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
IM4GN Quadruple Extra Large,im4gn.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,7500 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R7IZ Quadruple Extra Large,r7iz.4xlarge,128.0 GiB,16 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R6IDN Quadruple Extra Large,r6idn.4xlarge,128.0 GiB,16 vCPUs,8.00 GiB/vCPU,0,950 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C6ID Eight Extra Large,c6id.8xlarge,64.0 GiB,32 vCPUs,2.00 GiB/vCPU,0,1900 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C7A Eight Extra Large,c7a.8xlarge,64.0 GiB,32 vCPUs,2.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
F1 Double Extra Large,f1.2xlarge,122.0 GiB,8 vCPUs,15.25 GiB/vCPU,0,470 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
X2IEZN Double Extra Large,x2iezn.2xlarge,256.0 GiB,8 vCPUs,32.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C3 High-CPU Eight Extra Large,c3.8xlarge,60.0 GiB,32 vCPUs,1.88 GiB/vCPU,0,640 GB (2 * 320 GB SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
HPC7G Eight Extra Large,hpc7g.8xlarge,128.0 GiB,32 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
HPC7G 16xlarge,hpc7g.16xlarge,128.0 GiB,64 vCPUs,2.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
HPC7G Quadruple Extra Large,hpc7g.4xlarge,128.0 GiB,16 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
G4AD Eight Extra Large,g4ad.8xlarge,128.0 GiB,32 vCPUs,4.00 GiB/vCPU,2,1200 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M7A Eight Extra Large,m7a.8xlarge,128.0 GiB,32 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
H1 Eight Extra Large,h1.8xlarge,128.0 GiB,32 vCPUs,4.00 GiB/vCPU,0,8000 GB (4 * 2000 GB HDD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
M5N Eight Extra Large,m5n.8xlarge,128.0 GiB,32 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M5ZN 6xlarge,m5zn.6xlarge,96.0 GiB,24 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C7GN Eight Extra Large,c7gn.8xlarge,64.0 GiB,32 vCPUs,2.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C5AD 12xlarge,c5ad.12xlarge,96.0 GiB,48 vCPUs,2.00 GiB/vCPU,0,1800 GB (2 * 900 GB NVMe SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
D3EN Quadruple Extra Large,d3en.4xlarge,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,111840 GB (8 * 13980 GB NVMe HDD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
M5DN Eight Extra Large,m5dn.8xlarge,128.0 GiB,32 vCPUs,4.00 GiB/vCPU,0,1200 GB (2 * 600 GB NVMe SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
M6IN Eight Extra Large,m6in.8xlarge,128.0 GiB,32 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
G3 Graphics GPU Eight Extra Large,g3.8xlarge,244.0 GiB,32 vCPUs,7.62 GiB/vCPU,2,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R5B Eight Extra Large,r5b.8xlarge,256.0 GiB,32 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C6ID 12xlarge,c6id.12xlarge,96.0 GiB,48 vCPUs,2.00 GiB/vCPU,0,2850 GB (2 * 1425 GB NVMe SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
R7A Eight Extra Large,r7a.8xlarge,256.0 GiB,32 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C7A 12xlarge,c7a.12xlarge,96.0 GiB,48 vCPUs,2.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
I4G Eight Extra Large,i4g.8xlarge,256.0 GiB,32 vCPUs,8.00 GiB/vCPU,0,7500 GB (2 * 3750 GB NVMe SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
M6IDN Eight Extra Large,m6idn.8xlarge,128.0 GiB,32 vCPUs,4.00 GiB/vCPU,0,1900 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
G2 Eight Extra Large,g2.8xlarge,60.0 GiB,32 vCPUs,1.88 GiB/vCPU,4,240 GB (2 * 120 GB SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
R5DN Eight Extra Large,r5dn.8xlarge,256.0 GiB,32 vCPUs,8.00 GiB/vCPU,0,1200 GB (2 * 600 GB NVMe SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
X2GD Eight Extra Large,x2gd.8xlarge,512.0 GiB,32 vCPUs,16.00 GiB/vCPU,0,1900 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
G5G Metal,g5g.metal,128.0 GiB,64 vCPUs,2.00 GiB/vCPU,2,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
G5G 16xlarge,g5g.16xlarge,128.0 GiB,64 vCPUs,2.00 GiB/vCPU,2,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C5AD 16xlarge,c5ad.16xlarge,128.0 GiB,64 vCPUs,2.00 GiB/vCPU,0,2400 GB (2 * 1200 GB NVMe SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
M7A 12xlarge,m7a.12xlarge,192.0 GiB,48 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R6IN Eight Extra Large,r6in.8xlarge,256.0 GiB,32 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M5N 12xlarge,m5n.12xlarge,192.0 GiB,48 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
IM4GN Eight Extra Large,im4gn.8xlarge,128.0 GiB,32 vCPUs,4.00 GiB/vCPU,0,15000 GB (2 * 7500 GB NVMe SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
R7IZ Eight Extra Large,r7iz.8xlarge,256.0 GiB,32 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
C7GN 12xlarge,c7gn.12xlarge,96.0 GiB,48 vCPUs,2.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
P3 High Performance GPU Double Extra Large,p3.2xlarge,61.0 GiB,8 vCPUs,7.62 GiB/vCPU,1,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R6IDN Eight Extra Large,r6idn.8xlarge,256.0 GiB,32 vCPUs,8.00 GiB/vCPU,0,1900 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
D3EN 6xlarge,d3en.6xlarge,96.0 GiB,24 vCPUs,4.00 GiB/vCPU,0,167760 GB (12 * 13980 GB NVMe HDD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
C6ID 16xlarge,c6id.16xlarge,128.0 GiB,64 vCPUs,2.00 GiB/vCPU,0,3800 GB (2 * 1900 GB NVMe SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
M5DN 12xlarge,m5dn.12xlarge,192.0 GiB,48 vCPUs,4.00 GiB/vCPU,0,1800 GB (2 * 900 GB NVMe SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
C7A 16xlarge,c7a.16xlarge,128.0 GiB,64 vCPUs,2.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
F1 Quadruple Extra Large,f1.4xlarge,244.0 GiB,16 vCPUs,15.25 GiB/vCPU,0,940 GB NVMe SSD,unavailable,unavailable,unavailable,unavailable,Amazon EC2
X2IEZN Quadruple Extra Large,x2iezn.4xlarge,512.0 GiB,16 vCPUs,32.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M6IN 12xlarge,m6in.12xlarge,192.0 GiB,48 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M7GD Metal,m7gd.metal,256.0 GiB,64 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
G4AD 16xlarge,g4ad.16xlarge,256.0 GiB,64 vCPUs,4.00 GiB/vCPU,4,2400 GB (2 * 1200 GB NVMe SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
High Memory Cluster Eight Extra Large,cr1.8xlarge,244.0 GiB,32 vCPUs,7.62 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R5B 12xlarge,r5b.12xlarge,384.0 GiB,48 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
R7A 12xlarge,r7a.12xlarge,384.0 GiB,48 vCPUs,8.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M7A 16xlarge,m7a.16xlarge,256.0 GiB,64 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
H1 16xlarge,h1.16xlarge,256.0 GiB,64 vCPUs,4.00 GiB/vCPU,0,16000 GB (8 * 2000 GB HDD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
M5N 16xlarge,m5n.16xlarge,256.0 GiB,64 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M6IDN 12xlarge,m6idn.12xlarge,192.0 GiB,48 vCPUs,4.00 GiB/vCPU,0,2850 GB (2 * 1425 GB NVMe SSD),unavailable,unavailable,unavailable,unavailable,Amazon EC2
M5ZN Metal,m5zn.metal,192.0 GiB,48 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
M5ZN 12xlarge,m5zn.12xlarge,192.0 GiB,48 vCPUs,4.00 GiB/vCPU,0,EBS only,unavailable,unavailable,unavailable,unavailable,Amazon EC2
